1381601997	1662848227
1381601997	1663983223
1381601997	1658341654
1381601997	1685492742
1381601997	1242202325
1381601997	1654551872
1381601997	1380252395
1381601997	1652608362
1681093223	1380252395
1406700841	1481411060
1406700841	1278426200
1658388624	1652634941
1271728434	1613640752
1682099633	1662459613
1678460085	1658341654
1656530450	1423623227
1656530450	1645002675
1689330737	1639529981
1653204715	1656532564
1670449243	1652466364
1224870710	1639127253
1224870710	1652608362
1224870710	1284246160
1394996971	1494745254
1394996971	1404584100
1394996971	1242202325
1394996971	1650167165
1649308895	1658341654
1653807672	1685492742
1650665134	1650167165
1685481605	1659756840
1459277820	1103012955
1459277820	1303964067
1459277820	1244944200
1459277820	1658341654
1659835784	1496834122
1659835784	1523788684
1292157095	1284246160
1292157095	1214772890
1420351867	1406611631
1420351867	1685492742
1676139092	1278426200
1681590693	1641547461
1183289825	1310823515
1246270054	1658341654
1677415805	1652608362
1677415805	1685492742
1677415805	1677420703
1677415805	1663983223
1677415805	1658341654
1411845764	1278426200
1411845764	1401394915
1411845764	1497487530
1650885620	1244169232
1650885620	1220291284
1266075895	1496834122
1093495710	1683469791
1093495710	1661493574
1093495710	1656370014
1667516751	1249079121
1667516751	1663983223
1667516751	1568292842
1667516751	1657284002
1667516751	1673531374
1667516751	1652608362
1667516751	1648350803
1667516751	1671076762
1667516751	1658341654
1667516751	1683469791
1667516751	1654551872
1667516751	1220291284
1667516751	1677420703
1667516751	1668371632
1667516751	1652466364
1667516751	1229238924
1675861622	1668371632
1675861622	1496834122
1653631335	1220291284
1653631335	1685492742
1653631335	1652466364
1079931711	1278426200
1498726925	1661493574
1498726925	1566537851
1639974347	1639529981
1609957010	1661493574
1657942230	1640469575
1425359342	1648058522
1664580837	1380252395
1664580837	1664639895
1664580837	1658341654
1644903527	1685492742
1644903527	1652608362
1644903527	1666680885
1644903527	1652466364
1687015335	1196975644
1375389141	1284246160
1233512437	1687333575
1233512437	1667310202
1664905232	1640469575
1664905232	1197487813
1664905232	1668519715
1087232797	1652634941
1248097471	1278426200
1653749887	1653353901
1653749887	1668702933
1676488604	1655211284
1676488604	1656532564
1199438110	1663983223
1644253901	1104106977
1030616044	1104106977
1030616044	1657284002
1030616044	1566537851
1675906881	1663983223
1675906881	1685492742
1675906881	1654551872
1675906881	1640469575
83836374	1481411060
83836374	1278426200
1231683441	1197487813
1477045392	1244169232
1477045392	1639529981
1153202972	1406611631
1153202972	1685492742
1661684244	1303964067
1661684244	1641547461
1077831772	1649162343
1213853463	1241359613
1213853463	1310823515
1717621734	1197487813
1675854084	1241389637
1675854084	1683469791
1675854084	1292619120
1657859027	1244169232
1657859027	1214772890
1657859027	1182250773
1657859027	1652466364
1657859027	1659837852
1657859027	1242202325
1686242095	1657284002
1032934293	1641547461
1358533860	1249079121
1602359540	1481411060
1602359540	1638799637
1602359540	1657284002
1326406415	1278426200
1282084175	1046136842
1684479745	1284246160
1644112585	1639127253
29573348	1496834122
1668119893	1663983223
1668119893	1683469791
1668119893	1652466364
1668119893	1685492742
1668119893	1242202325
1668119893	1654551872
1668119893	1652608362
1686500984	1652608362
1686500984	1573423670
1668804460	1583248213
1668804460	1656370014
1674337175	1496834122
1648324047	1242202325
1683308417	1293808434
1669463361	1284246160
1669463361	1303964067
1667611523	1649162343
222702277	1678207722
222702277	1046136842
1065663860	1548702653
1065663860	1650167165
1644881094	1242202325
1686314537	1644197770
1439423814	1428111550
1652439593	1242202325
1604726057	1420157965
1663991732	1654513221
1657520885	1654967484
1665342122	1679711954
1665342122	1583248213
1548926887	1292619120
1548926887	1651576225
1548926887	1625126751
1657017055	1068394640
1657017055	1668970432
1657017055	1641547461
1677750785	1583248213
1012739711	1104106977
1012739711	1651576225
1246595647	1278426200
1246595647	1663983223
1246595647	1658341654
1246595647	1685492742
1246595647	1654551872
1246595647	1652608362
1656329563	1651576225
1189058461	1303964067
1642554845	1651576225
1393453697	1242202325
1410848484	1625126751
1491567447	1664080805
31082304	1642132060
21110	1638799637
1639009057	1690999862
1668244557	1284246160
1630822944	1583248213
1349643863	1278426200
1676888447	1662982720
1549637620	1420157965
1681303552	1456278095
1629926057	1649469284
1629926057	1648042095
1629926057	1644648333
1629926057	1310823515
1629926057	1640469575
1338089595	1638799637
1645391781	1639529981
1670449181	1573423670
1670449181	1046136842
1664944893	1639650452
1686570283	1687869342
1677169625	1654342001
1677169625	1663983223
1677169625	1677420703
1677169625	1685492742
1677169625	1380252395
1677169625	1652608362
1046111830	1046136842
1622520263	1278426200
1622520263	1649162343
1622520263	1496834122
1622520263	1423623227
1622520263	1068394640
1692747521	1310823515
1692747521	1649467165
1406244300	1303964067
1644274254	1380252395
1644274254	1657284002
1644274254	1655211284
1660213530	1690999862
1407189757	1481411060
1098860550	1583248213
1334713705	1278426200
1678943394	1662344810
1678943394	1652466364
1235569162	1197487813
1668499490	1659837852
1668499490	1652466364
1678471801	1677420703
1678471801	1673414461
1667282775	1658341654
1676262474	1278426200
1269489420	1652466364
1269489420	1168650865
1269489420	1658341654
1670092237	1653786535
1401746337	1676236387
1515873283	1568292842
1515873283	1292619120
1515873283	1656380464
1677202575	1428111550
1677202575	1677420703
1291518814	1652466364
1596983503	1496834122
1657301617	1638799637
1657301617	1661493574
1657301617	1649162343
1657301617	1658713871
1657301617	1648058522
1657301617	1650167165
1657301617	1624337832
1657301617	1659246114
1267272457	1677557207
1656687934	1641547461
1180316095	1651576225
1180316095	1046136842
1259839530	1401394915
1650111241	1400000521
1675217467	1650167165
1583733661	1278426200
1686220081	1685492742
1652623801	1652608362
1652623801	1685492742
1652623801	1658341654
1652623801	1663983223
1652623801	1652466364
1689388570	1191258655
1675973085	1244169232
1402946490	1252927735
1648470677	1310823515
1252601961	1523788684
1252601961	1652608362
1252601961	1685492742
1252601961	1654551872
1674291727	1244169232
1674291727	1663983223
1674291727	1685492742
1674291727	1654551872
1674291727	1220291284
1678272734	1310823515
1678272734	1652466364
1688413707	1573423670
1688413707	1641547461
1152951783	1278426200
1152951783	1654737811
1214686260	1068394640
1214686260	1235440077
1214686260	1423623227
1214686260	1625126751
1648664373	1583248213
1674035761	1687869342
1674035761	1664210422
1641576281	1497487530
1645012920	1673414461
1650594607	1613640752
1675851877	1663983223
1675851877	1686615757
1675851877	1670401371
1675851877	1292619120
1675851877	1652466364
1675851877	1654551872
1675851877	1671670883
1675851877	1658341654
1675851877	1677557207
1155774257	1639529981
1226591807	1663983223
1226591807	1292619120
1226591807	1685492742
1226591807	1242202325
1226591807	1654551872
1226591807	1652608362
1226591807	1363393814
1687346523	1456278095
1461349871	1655211284
1644726404	1650167165
1142835825	1649162343
1142835825	1650594607
1670869487	1641547461
1670869487	1685492742
1670869487	1639529981
1670869487	1191258655
1054639260	1238712252
1469640564	1639650452
1469640564	1639127253
1469640564	1439148467
1644190957	1639529981
1644190957	1566537851
1685758264	1690999862
1685758264	1433036224
1658174050	1380252395
1658174050	1685492742
1658174050	1292619120
1658174050	1242202325
1684916935	1284246160
1684916935	1685492742
1684916935	1292619120
1682087537	1639127253
1251648635	1685492742
1251648635	1665681810
1686695115	1068394640
1425365610	1265057942
1222913481	1650167165
1407368720	1380252395
1407368720	1292619120
1651778894	1603422013
1651778894	1638799637
1651778894	1659837852
1651778894	1242202325
1651778894	1652466364
120567	1651576225
120567	1583248213
1415636805	1380252395
1708742754	1214686260
1364233411	1244169232
1364233411	1321500874
1364233411	1068394640
